Timestamp,CPU,Memory,Network
1746906917,29,6,32
1746906977,50,68,18
1746907037,43,38,73
1746907097,26,80,32
1746907157,46,33,58
1746907217,31,43,18
1746907277,41,27,33
1746907337,31,43,26
1746907397,33,53,26
1746907457,30,39,30
1746907517,7,19,34
1746907577,82,46,9
1746907637,29,6,2
1746907697,52,41,5
1746907757,31,49,45
1746907817,39,39,43
1746907877,14,29,35
1746907937,36,49,52
1746907997,31,20,67
1746908057,31,30,41
1746908117,48,3,6
1746908177,40,44,41
1746908237,46,73,29
1746908297,38,31,33
1746908357,14,45,47
1746908417,5,48,34
1746908477,22,57,27
1746908537,8,62,40
1746908597,25,7,27
1746908657,68,44,38
1746908717,61,44,17
1746908777,31,57,69
1746908837,47,46,35
1746908897,31,0,42
1746908957,48,45,54
1746909017,43,38,58
1746909077,46,12,32
1746909137,38,37,67
1746909197,6,34,28
1746909257,31,42,43
1746909317,20,31,43
1746909377,21,41,27
1746909437,72,63,67
1746909497,31,29,47
1746909557,33,42,47
1746909617,45,36,50
1746909677,39,31,50
1746909737,29,39,31
1746909797,45,27,60
1746909857,28,43,48
1746909917,23,4,28
1746909977,15,48,43
1746910037,9,64,38
1746910097,38,26,26
1746910157,30,45,7
1746910217,40,89,5
1746910277,10,67,43
1746910337,33,12,48
1746910397,21,26,31
1746910457,66,32,53
1746910517,69,25,42
1746910577,37,58,42
1746910637,33,39,34
1746910697,43,46,62
1746910757,25,37,9
1746910817,40,71,50
1746910877,30,0,40
1746910937,53,30,81
1746910997,16,27,66
1746911057,44,24,27
1746911117,28,71,33
1746911177,29,23,39
1746911237,18,11,43
1746911297,38,58,62
1746911357,34,47,25
1746911417,48,49,42
1746911477,37,62,34
1746911537,38,14,37
1746911597,7,40,13
1746911657,36,44,40
1746911717,31,0,47
1746911777,42,26,14
1746911837,40,22,0
1746911897,28,31,71
1746911957,24,43,16
1746912017,8,33,35
1746912077,50,14,41
1746912137,47,43,62
1746912197,48,35,45
1746912257,49,39,55
1746912317,43,37,63
1746912377,36,10,38
1746912437,49,67,10
1746912497,44,36,33
1746912557,20,38,8
1746912617,73,27,39
1746912677,38,37,40
1746912737,27,44,26
1746912797,71,30,51
1746912857,66,61,59
1746912917,28,33,49
1746912977,60,17,29
1746913037,31,19,84
1746913097,46,37,6
1746913157,33,39,14
1746913217,20,37,45
1746913277,53,21,31
1746913337,65,73,62
1746913397,69,29,39
1746913457,57,28,45
1746913517,35,48,35
1746913577,49,31,14
1746913637,45,63,41
1746913697,27,44,9
1746913757,37,5,22
1746913817,24,27,25
1746913877,27,42,45
1746913937,39,36,66
1746913997,39,25,50
1746914057,30,26,6
1746914117,21,30,30
1746914177,27,42,40
1746914237,48,31,29
1746914297,26,48,7
1746914357,49,9,39
1746914417,45,30,30
1746914477,1,43,25
1746914537,36,14,15
1746914597,8,32,28
1746914657,49,70,44
1746914717,44,35,37
1746914777,42,47,36
1746914837,65,57,39
1746914897,34,43,54
1746914957,31,28,36
1746915017,66,45,42
1746915077,63,62,28
1746915137,52,56,28
1746915197,66,52,35
1746915257,46,42,29
1746915317,27,15,44
1746915377,16,41,38
1746915437,27,26,29
1746915497,48,50,19
1746915557,36,36,33
1746915617,48,38,48
1746915677,27,47,31
1746915737,36,34,21
1746915797,28,39,29
1746915857,37,32,12
1746915917,10,32,56
1746915977,39,51,58
1746916037,45,0,49
1746916097,49,11,27
1746916157,45,4,7
1746916217,40,41,45
1746916277,64,16,37
1746916337,68,59,12
1746916397,8,41,25
1746916457,37,25,9
1746916517,39,26,25
1746916577,24,74,51
1746916637,13,37,38
1746916697,57,43,35
1746916757,27,29,26
1746916817,46,2,72
1746916877,42,13,28
1746916937,36,48,44
1746916997,44,37,44
1746917057,32,25,93
1746917117,46,32,18
1746917177,4,30,30
1746917237,30,61,26
1746917297,28,29,34
1746917357,64,25,28
1746917417,37,38,66
1746917477,30,33,46
1746917537,19,19,25
1746917597,42,37,45
1746917657,1,1,35
1746917717,43,33,34
1746917777,46,39,74
1746917837,28,38,36
1746917897,37,31,46
1746917957,39,71,49
1746918017,36,33,19
1746918077,39,23,38
1746918137,52,64,24
1746918197,49,32,38
1746918257,27,33,26
1746918317,5,1,50
1746918377,48,9,85
1746918437,71,34,26
1746918497,5,16,49
1746918557,73,33,35
1746918617,69,43,70
1746918677,57,35,45
1746918737,9,41,28
1746918797,47,18,59
1746918857,38,35,49
1746918917,30,1,44
1746918977,14,49,35
1746919037,57,34,34
1746919097,73,25,54
1746919157,9,31,51
1746919217,8,18,32
1746919277,24,25,25
1746919337,48,34,59
1746919397,31,46,45
1746919457,29,39,42
1746919517,48,44,35
1746919577,4,37,35
1746919637,28,40,36
1746919697,39,71,47
1746919757,28,29,41
1746919817,26,36,70
1746919877,43,41,39
1746919937,38,25,4
1746919997,61,34,27
1746920057,69,59,57
1746920117,60,37,45
1746920177,47,31,61
1746920237,65,40,26
1746920297,68,10,10
1746920357,27,49,40
1746920417,31,39,48
1746920477,48,25,46
1746920537,52,41,40
1746920597,58,48,51
1746920657,48,69,28
1746920717,29,11,41
